Date,Open,High,Low,Close,Dol
27/12/1999,15956.11,16119.96,15879.52,16011.42,1.83
28/12/1999,16017.43,16398.67,15968.9,16376.81,1.828
29/12/1999,16391.24,16811.82,16362.94,16772.96,1.8065
30/12/1999,16777.97,17104.87,16777.97,17091.6,1.7985
31/12/1999,#N/A,#N/A,#N/A,#N/A,1.799
03/01/2000,17098.29,17408.4,16719.06,16930.42,1.819
04/01/2000,16907.65,16907.65,15851,15851,1.851
05/01/2000,15871.28,16302.15,15349.78,16245.14,1.839
06/01/2000,16237.47,16498.51,15977.46,16106.89,1.8415
07/01/2000,16124.79,16448.88,16124.79,16309.15,1.827
10/01/2000,16324.72,17056.55,16324.72,17022.13,1.815
11/01/2000,17045.18,17196.89,16572.72,16572.72,1.8225
12/01/2000,16573.72,16723.69,16330.8,16616.87,1.828
13/01/2000,16663.3,17715.31,16663.3,17298.07,1.8133
14/01/2000,17305.53,17800.1,17305.53,17657.95,1.804
17/01/2000,17678.49,18099.23,17678.49,18053.22,1.792
18/01/2000,18061.78,18061.78,17624.82,17903.23,1.7925
19/01/2000,17905,18074.79,17470.04,17470.24,1.791
20/01/2000,17487.18,17622.39,17028.6,17176.73,1.782
21/01/2000,17187.94,17372.47,16901,17034.21,1.7725
24/01/2000,17048.52,17262.8,16971.73,16971.73,1.7735
25/01/2000,#N/A,#N/A,#N/A,#N/A,1.7785
26/01/2000,16971.92,17105.26,16726.55,17105.26,1.7788
27/01/2000,17114,17421.58,17081.16,17081.16,1.7803
28/01/2000,17149.58,17252.2,16546.59,16734.39,1.799
31/01/2000,16743.81,16748.64,16167.33,16388.27,1.784
01/02/2000,16389.12,16675.15,16389.12,16522.2,1.784
02/02/2000,16545.79,16874.61,16545.79,16868.46,1.786
03/02/2000,16891.5,17457.25,16891.5,17457.12,1.7835
04/02/2000,17470.71,17961.51,17470.71,17932.47,1.768
07/02/2000,17937.05,18125.6,17746.45,18125.6,1.769
08/02/2000,18248.89,18729.09,18248.89,18685.58,1.7648
09/02/2000,18758.99,18885.84,18223.78,18361.39,1.7688
10/02/2000,18366.51,18671.81,18154.57,18603.81,1.767
11/02/2000,18635.29,18774.89,18026.56,18083.46,1.7685
14/02/2000,18083.22,18264.46,17745.98,17819.01,1.772
15/02/2000,17818.33,17931.97,17450.59,17920.73,1.776
16/02/2000,17920.86,18247.39,17742.64,18112.47,1.774
17/02/2000,18115.95,18297.38,17979.41,17979.41,1.771
18/02/2000,17979.41,18008.27,17489.02,17625.02,1.777
21/02/2000,17625.7,17886.66,17364.38,17699.76,1.7785
22/02/2000,17698.4,17913.41,17465.51,17489.33,1.786
23/02/2000,17489.33,17855.37,17479.28,17833.39,1.7835
24/02/2000,17845.93,18118.76,17706.21,17775.79,1.777
25/02/2000,17784.11,17987.65,17757.77,17786.82,1.774
28/02/2000,17786.82,17786.82,17382.87,17542.7,1.777
29/02/2000,17544.61,17817.67,17544.61,17660.2,1.7665
01/03/2000,17668.27,17953.01,17654.74,17953.01,1.763
02/03/2000,17965.97,18154.14,17809.47,18015.5,1.7565
03/03/2000,18015.5,18631.73,18015.5,18631.73,1.745
06/03/2000,#N/A,#N/A,#N/A,#N/A,1.745
07/03/2000,#N/A,#N/A,#N/A,#N/A,1.745
08/03/2000,18617.08,18617.08,18183.85,18282.93,1.741
09/03/2000,18285.36,18650.46,18285.36,18650.46,1.7338
10/03/2000,18650.46,18720.11,18232.94,18280.35,1.745
13/03/2000,18279.33,18279.33,17505.56,17594.82,1.7445
14/03/2000,17594.82,17940.83,17221.88,17221.88,1.7375
15/03/2000,17228.84,17468.63,16922.37,17381.6,1.7395
16/03/2000,17396.94,17660.64,17396.94,17642.22,1.739
17/03/2000,17654.32,17733.43,17470.09,17511.24,1.739
20/03/2000,17511.24,17732.7,17434.71,17525.59,1.737
21/03/2000,17528.33,18343.19,#N/A N/A,18342.79,1.7355
22/03/2000,18346.11,18859.64,18314,18314,1.731
23/03/2000,18314.42,18643.97,18183.47,18331.05,1.719
24/03/2000,18332.34,18691.69,18332.34,18674.53,1.7325
27/03/2000,18674.53,19046.51,18533.43,18951.48,1.7515
28/03/2000,18952.02,18959.82,18335.4,18337.9,1.743
29/03/2000,18338.58,18574.62,17972.89,18053.36,1.7445
30/03/2000,18053.02,18053.02,17455.39,17646.77,1.7495
31/03/2000,17659.91,17949.83,17559.65,17820.37,1.736
03/04/2000,17627.67,17825.98,17173.32,17245.47,1.741
04/04/2000,17253.08,17450.44,16095.42,16757.93,1.746
05/04/2000,16762.08,17042.75,16229.74,16714.37,1.7485
06/04/2000,16718.73,17152.22,16718.73,17146.13,1.746
07/04/2000,17149.7,17513.72,17149.7,17513.72,1.741
10/04/2000,17519.11,17571.85,16781.98,16783.32,1.7425
11/04/2000,16786.96,16867.15,16309.33,16539.35,1.743
12/04/2000,16542.26,16785.14,16310.61,16323.36,1.756
13/04/2000,16325.3,16605.14,15500.81,15500.81,1.7825
14/04/2000,15500.81,15500.81,14596.35,14794.34,1.786
17/04/2000,14761.33,14820.62,14029.35,14815.68,1.779
18/04/2000,14817.05,15468.85,14767,15408.4,1.762
19/04/2000,15437.87,15535.94,14849.52,14926.15,1.774
20/04/2000,14938.19,15203.62,14938.19,15203.21,1.778
21/04/2000,#N/A,#N/A,#N/A,#N/A,1.778
24/04/2000,15204.35,15225.03,14624.91,14794.23,1.7925
25/04/2000,14798.03,15402.92,14798.03,15400.58,1.789
26/04/2000,15401.24,15517.33,15267.86,15446.36,1.8015
27/04/2000,15446.14,15487.05,14835.42,15440.11,1.807
28/04/2000,15450.3,15906.75,15450.3,15537.6,1.807
01/05/2000,#N/A,#N/A,#N/A,#N/A,1.807
02/05/2000,15596.23,15944.15,15523.07,15524.13,1.803
03/05/2000,15525.46,15525.46,14980.41,15108.56,1.815
04/05/2000,15111.23,15143.62,14872.83,14969.59,1.8105
05/05/2000,14966.92,15217.86,14811.03,15217.86,1.801
08/05/2000,15219.55,15223.25,14867.18,14890.96,1.806
09/05/2000,14897.3,15041.02,14411.67,14581.52,1.812
10/05/2000,14569.86,14586.3,14238.04,14433.81,1.819
11/05/2000,14447.15,14723.18,14397.64,14498.54,1.825
12/05/2000,14514.97,14638.18,14350.13,14458.94,1.836
15/05/2000,14469.49,15069.81,14397.33,15055.53,1.824
16/05/2000,15074.13,15445.35,15074.13,15360.4,1.819
17/05/2000,15360.9,15360.9,14855.98,14870.53,1.83
18/05/2000,14875.89,14973.28,14619.69,14626.69,1.833
19/05/2000,14594.22,14618.5,13920.29,14326.63,1.839
22/05/2000,14329.6,14368.97,13583.3,13891.24,1.851
23/05/2000,13891.24,14145.32,13582.57,13587.16,1.855
24/05/2000,13591.97,14197,13555.61,14166.4,1.84
25/05/2000,14187.32,14499.4,14026.92,14185.61,1.8475
26/05/2000,14204.41,14548.97,14172.26,14542.26,1.837
29/05/2000,14540.54,14857.96,14540.54,14772.63,1.838
30/05/2000,14815.26,15307.98,14815.26,15248.55,1.831
31/05/2000,15251.23,15328.09,14930.86,14956.61,1.824
01/06/2000,14967.34,15472.65,14967.34,15450.04,1.819
02/06/2000,15518.38,16260.81,15518.38,16222.48,1.801
05/06/2000,16222.14,16312.35,15974.95,16022.93,1.791
06/06/2000,16017.85,16172.54,15826.79,15946.63,1.8005
07/06/2000,15954.68,16277.74,15709.32,16271.74,1.795
08/06/2000,16285.51,16640.41,16226.59,16398.8,1.803
09/06/2000,16420.57,16560.69,16200.36,16342.28,1.802
12/06/2000,16351,16364.85,16084.07,16096.7,1.806
13/06/2000,16099.76,16359.55,16074.57,16354.47,1.811
14/06/2000,16365.34,16523.35,16135.02,16366.1,1.81
15/06/2000,16369.01,16629.82,16321.33,16561.37,1.811
16/06/2000,16566.8,16598.49,16378.53,16424.93,1.803
19/06/2000,16423.06,16862.85,16411.34,16850.03,1.803
20/06/2000,16854.38,16951.77,16707.81,16843.58,1.8005
21/06/2000,16853.82,17396.45,16833.53,17254.26,1.811
22/06/2000,#N/A,#N/A,#N/A,#N/A,1.811
23/06/2000,17205.47,17265.55,16909.68,16977.26,1.826
26/06/2000,16977.26,17019.22,16685.5,16744.8,1.822
27/06/2000,16743.64,16780.06,16388.35,16512.93,1.823
28/06/2000,16532.85,17101.33,16493.59,16842.29,1.8195
29/06/2000,16830.06,16850.06,16328.56,16407.16,1.81
30/06/2000,16404.45,16836.47,16399.63,16727.95,1.806
03/07/2000,16746.74,17098.63,16743.3,17088.54,1.814
04/07/2000,17105.53,17340.03,17088.11,17279.21,1.8105
05/07/2000,17284.57,17361.95,17086.21,17134.93,1.8035
06/07/2000,17147.89,17366.33,17024.2,17348.07,1.8015
07/07/2000,17351.7,17754.21,17351.7,17598.83,1.8
10/07/2000,17619.72,17794.67,17443.7,17471.63,1.7935
11/07/2000,17473.25,17473.25,16827.09,16880.66,1.8025
12/07/2000,16892.59,17175.5,16692.86,17053.38,1.8025
13/07/2000,17057.05,17382.86,16415.56,16444.25,1.812
14/07/2000,16438.72,16884.81,16389.99,16880.95,1.802
17/07/2000,16890.06,17394.79,16890.06,17387.88,1.795
18/07/2000,17379.25,17565.96,17280.69,17368.59,1.7965
19/07/2000,17354.48,17357.77,16868.25,16927.55,1.8035
20/07/2000,16950.57,17352.54,16950.57,17203.62,1.797
21/07/2000,17207.33,17364.66,17071.11,17318.24,1.797
24/07/2000,17314.2,17588.15,17314.2,17385.98,1.791
25/07/2000,17390.09,17530.19,17046.29,17049.42,1.791
26/07/2000,17049.42,17211.48,16839.84,17121.3,1.7885
27/07/2000,17121.42,17225,16923.04,16948.73,1.779
28/07/2000,16948.73,17038.64,16448.37,16485.69,1.784
31/07/2000,16486.68,16713.15,16454.6,16454.6,1.7815
01/08/2000,16474.82,16591.17,16126.77,16289.87,1.788
02/08/2000,16284.2,16534.7,16120.77,16314.47,1.795
03/08/2000,16247.71,16761.29,16072.74,16720.76,1.793
04/08/2000,16726.7,16907.21,16715.77,16761.25,1.792
07/08/2000,16771.63,17014.05,16768.6,16995.8,1.796
08/08/2000,17005.49,17061.82,16857.72,16884.77,1.795
09/08/2000,16894.18,16976.78,16510.69,16533.67,1.7955
10/08/2000,16518.53,17023.46,16501.33,16834.8,1.796
11/08/2000,16846.29,17395,16705.18,17395,1.799
14/08/2000,17401.79,17925.75,17333.89,17810.63,1.803
15/08/2000,17810.76,17909.82,17689.57,17744.13,1.803
16/08/2000,17741.18,17770.97,17275.14,17330.77,1.811
17/08/2000,17326.13,17857.59,17321.12,17702.52,1.81
18/08/2000,17702.52,17780.11,17257.73,17313.69,1.817
21/08/2000,17317.22,17420.39,17066.18,17083.38,1.8215
22/08/2000,17086.26,17427.89,17086.26,17224.43,1.816
23/08/2000,17252.6,17455.38,17137.03,17450.44,1.822
24/08/2000,17454.47,17454.47,17186.58,17310.96,1.82
25/08/2000,17315.6,17667.71,17315.6,17642.67,1.8235
28/08/2000,17657.07,17685.6,17380.29,17460.33,1.8315
29/08/2000,17453.88,17490.32,17235.04,17354.89,1.827
30/08/2000,17358.65,17563.18,17309.21,17414.28,1.8235
31/08/2000,17416.78,17562.77,17327.41,17346.7,1.8235
01/09/2000,17359.71,17577.42,17359.71,17577.42,1.824
04/09/2000,17577.42,17715.8,17569.45,17613.17,1.826
05/09/2000,17613.76,17639.33,17416.53,17424.97,1.821
06/09/2000,17441.75,17647.54,17441.75,17589.66,1.82
07/09/2000,#N/A,#N/A,#N/A,#N/A,1.82
08/09/2000,17594.43,17691.87,17428.02,17433.17,1.817
11/09/2000,17442.54,17474.57,17236.45,17287.65,1.821
12/09/2000,17285.15,17303.66,16882.69,16882.69,1.8295
13/09/2000,16888.36,17092.12,16877.24,16998.51,1.8315
14/09/2000,17031.74,17108,16730.54,16768.53,1.838
15/09/2000,16770.61,16770.61,16515.07,16563.18,1.844
18/09/2000,16562.24,16608.69,15913.13,15913.13,1.858
19/09/2000,15922.98,16189.16,15823.64,16188.45,1.852
20/09/2000,16195.66,16215.9,15812.85,16077.7,1.855
21/09/2000,16065.31,16171.92,15946.03,16146.02,1.854
22/09/2000,16092.66,16425.89,15705.22,16353.09,1.844
25/09/2000,16361.45,16520.73,16317.79,16318.55,1.8465
26/09/2000,16318.61,16467.89,16195.89,16254.93,1.8505
27/09/2000,16289.27,16403.97,15745.48,15848.12,1.85
28/09/2000,15849.08,16040.57,15656.58,16013.69,1.843
29/09/2000,16019.8,16135.47,15821.28,15928.39,1.844
02/10/2000,15949.78,16090.24,15536.96,15559.3,1.852
03/10/2000,15561.99,15917.28,15561.99,15633.27,1.852
04/10/2000,15652.66,15882.98,15651.14,15876.39,1.853
05/10/2000,15876.39,16398.21,15876.39,16362.05,1.847
06/10/2000,16370.23,16403.82,15816.87,15945.91,1.855
09/10/2000,15946.4,15975.45,15617.15,15855.31,1.853
10/10/2000,15845.94,16008,15725.7,15747.09,1.856
11/10/2000,15737.72,15737.72,15463.02,15526.05,1.861
12/10/2000,#N/A,#N/A,#N/A,#N/A,1.861
13/10/2000,15440.52,15440.52,15067.08,15385.08,1.873
16/10/2000,15386.61,15584.67,15214.21,15241.85,1.865
17/10/2000,15266.83,15386.17,14840.78,14870.13,1.871
18/10/2000,14836.7,14836.7,14218.37,14420.72,1.874
19/10/2000,14489.97,14869.09,14489.97,14845.14,1.878
20/10/2000,14845.55,14917.79,14490.26,14529.41,1.885
23/10/2000,14533.02,14535.44,13982.36,13989.84,1.8955
24/10/2000,14013.71,14160.72,13672.05,13799.19,1.913
25/10/2000,13795.78,13927.48,13570.68,13665.31,1.927
26/10/2000,13704.87,14223.13,13679.44,14223.13,1.9345
27/10/2000,14250.65,14699.96,14250.65,14691.68,1.914
30/10/2000,14707.45,14950.76,14488.9,14891.14,1.912
31/10/2000,14915.65,15099.22,14859.22,14867.23,1.901
01/11/2000,14857.88,14859.29,14570.97,14791.19,1.9185
02/11/2000,#N/A,#N/A,#N/A,#N/A,1.9185
03/11/2000,14785.41,14925.07,14424.68,14533.96,1.942
06/11/2000,14533.96,14868.33,14478.36,14800.91,1.938
07/11/2000,14780.24,15028.75,14542.62,14968.75,1.952
08/11/2000,14981.88,15191.43,14649.58,14656.3,1.9665
09/11/2000,14667.43,14781.9,14408.88,14524.38,1.969
10/11/2000,14541.5,14700.85,14449.22,14625.95,1.948
13/11/2000,14606.19,14609.49,14199,14371.81,1.952
14/11/2000,14395.29,14632.1,14395.29,14540.27,1.951
15/11/2000,#N/A,#N/A,#N/A,#N/A,1.951
16/11/2000,14546.23,14574.87,14418.69,14489.96,1.9505
17/11/2000,14479.13,14569.67,14090.89,14323.22,1.966
20/11/2000,14323.22,14534.64,14103.08,14499.8,1.9165
21/11/2000,14497.28,14844.78,14486.87,14783.73,1.92
22/11/2000,14766.45,14766.45,14554.92,14576.98,1.931
23/11/2000,14578.57,14603.7,14187.39,14314.45,1.952
24/11/2000,14315.56,14412.85,14190.36,14335.5,1.9585
27/11/2000,14339.98,14494.7,13940.95,14008.2,1.9705
28/11/2000,14011.14,14011.14,13756.47,13913.85,1.967
29/11/2000,13920.57,14074.17,13781.9,13787.52,1.956
30/11/2000,13779.45,13779.45,13287.39,13287.39,1.98
01/12/2000,13303.4,13578.09,13281.92,13437.49,1.9745
04/12/2000,13396.31,13538.23,13241.57,13510,1.978
05/12/2000,13512.82,14187.98,13512.82,14181.62,1.956
06/12/2000,14180.38,14276.76,13945.41,13945.41,1.972
07/12/2000,13946.73,14459.98,13918.39,14459.98,1.974
08/12/2000,14462.01,15062.31,14460.84,14982.99,1.969
11/12/2000,14991.36,15354.53,14991.36,15187.95,1.967
12/12/2000,15185.59,15186.39,14869.37,14906.02,1.968
13/12/2000,14915.68,15388.65,14900.37,15290.51,1.956
14/12/2000,15261.47,15328.69,15079.53,15259,1.963
15/12/2000,15252.96,15252.96,14833.29,14987.95,1.965
18/12/2000,15001.83,15282.18,15001.83,15082.75,1.9555
19/12/2000,15085.45,15415.17,15084.65,15336.11,1.9515
20/12/2000,15305.63,15327.62,14617.66,14622.41,1.96
21/12/2000,14726.8,14957.59,14461.04,14505.45,1.9535
22/12/2000,14532.66,14801.79,14532.4,14652.06,1.9585
25/12/2000,#N/A,#N/A,#N/A,#N/A,1.9585
26/12/2000,14663.29,14850.53,14659.28,14794.58,1.96
27/12/2000,14804.5,15222.92,14804.5,15186.15,1.959
28/12/2000,15188.21,15269.3,15132.06,15259.29,1.95
29/12/2000,#N/A,#N/A,#N/A,#N/A,1.95
01/01/2001,#N/A,#N/A,#N/A,#N/A,1.95
02/01/2001,15242.11,15621.41,15173.61,15425.34,1.9425
03/01/2001,15425.41,16599.42,15251.12,16599.42,1.931
04/01/2001,16596.78,16933.39,16586.85,16675.06,1.942
05/01/2001,16678.61,16887.72,16379.67,16409.81,1.954
08/01/2001,16397.8,16622.75,16225.54,16562.14,1.9495
09/01/2001,16566.22,17096.04,16566.22,16975.64,1.943
10/01/2001,16964.42,17093.4,16701.02,16918.57,1.943
11/01/2001,16908.41,17044.77,16797.4,17023.58,1.955
12/01/2001,17034.19,17211.96,16820.86,16850.09,1.9475
15/01/2001,16857.81,17037.78,16857.81,16962.75,1.948
16/01/2001,16973.28,17034.62,16662.17,16720.98,1.9515
17/01/2001,16747.76,17254.74,16745.4,17191.02,1.9555
18/01/2001,17203.66,17641.62,17150.77,17521.46,1.9545
19/01/2001,17525.25,17816.25,17511.59,17530.09,1.9575
22/01/2001,17548.35,17577.93,17297.15,17391.67,1.9565
23/01/2001,17380.9,17863.8,17375.59,17832.13,1.9605
24/01/2001,17849.16,18022.34,17698.25,17771.76,1.969
25/01/2001,#N/A,#N/A,#N/A,#N/A,1.974
26/01/2001,17776.4,17933.49,17591.31,17889.05,1.9735
29/01/2001,17905.91,18023.08,17704.08,17883.38,1.973
30/01/2001,17881.53,17898.28,17667.5,17722.58,1.9665
31/01/2001,17724.71,17920.85,17636.96,17672.77,1.972
01/02/2001,17670.14,17673.12,16976.77,17038.74,1.99
02/02/2001,17026.67,17205.82,16780.83,16914.96,1.987
05/02/2001,16913.5,16940.8,16538.71,16731.24,2.0035
06/02/2001,16734.37,17017.47,16734.37,17006.77,1.999
07/02/2001,17002.97,17002.97,16630.25,16812.35,2.0045
08/02/2001,16814.08,17278.87,16814.08,17243.3,1.99
09/02/2001,17257.09,17270.21,17049.6,17138.4,1.981
12/02/2001,17162.89,17233.94,16883.2,16917.06,1.9835
13/02/2001,16921.73,17174.22,16882.57,17095.78,1.9875
14/02/2001,17077.86,17286.42,16890.25,17120.05,1.9885
15/02/2001,17121.03,17261.98,16922.27,16937.19,1.989
16/02/2001,16934.18,16950.27,16100.17,16259.05,2.0025
19/02/2001,16376,16391.93,16022.96,16060.76,2.0025
20/02/2001,16065.78,16242.46,15783.19,15910.57,2.01
21/02/2001,15909.39,15909.39,15567.82,15593.86,2.04
22/02/2001,15604.27,15913.9,15558.28,15910.36,2.0425
23/02/2001,15920.33,16222.86,15830.9,16157.75,2.0355
26/02/2001,#N/A,#N/A,#N/A,#N/A,2.0355
27/02/2001,#N/A,#N/A,#N/A,#N/A,2.0355
28/02/2001,16157.83,16273.64,15891.41,15891.41,2.046
01/03/2001,15890.65,16438.72,15875.21,16416.58,2.0395
02/03/2001,16422.56,16723.26,16233.26,16581,2.027
05/03/2001,16627.49,16736.57,16470.73,16537.24,2.022
06/03/2001,16573.33,16813.06,16278.92,16324.33,2.0335
07/03/2001,16328.53,16429.75,16223.26,16395.21,2.041
08/03/2001,16401.21,16531.41,16096.11,16226.71,2.0515
09/03/2001,16233.07,16247.97,16017.56,16123.44,2.045
12/03/2001,16125.38,16142.93,15523.07,15527.26,2.059
13/03/2001,15536.12,15768.34,15443.59,15584.14,2.062
14/03/2001,15582.7,15582.7,15070.2,15244.9,2.078
15/03/2001,15251.69,15481.98,14976.99,15060.87,2.0965
16/03/2001,15075.63,15356.18,15047.03,15237.03,2.129
19/03/2001,15249.45,15377.79,14801.99,14835.9,2.112
20/03/2001,14853.8,15077.04,14853.8,14903.36,2.084
21/03/2001,14914.06,15198.16,14754.51,14852.68,2.122
22/03/2001,14846.93,14846.93,13761.25,14067.27,2.161
23/03/2001,14069.93,14435.08,13855.41,14435.08,2.172
26/03/2001,14443.13,14912.23,14443.13,14712.04,2.134
27/03/2001,14732.65,14950.67,14593.69,14835.4,2.123
28/03/2001,14845.79,14852.25,14574.08,14631.88,2.124
29/03/2001,14646.96,14713.38,14225.54,14282.18,2.1515
30/03/2001,14291.63,14438.45,13922.27,14438.45,2.1525
02/04/2001,14441.44,14481.94,13980.68,13981.3,2.166
03/04/2001,13987.67,14001.18,13663.87,13736.61,2.176
04/04/2001,13739.6,14135.45,13739.6,13854.76,2.173
05/04/2001,13865.23,14481.96,13865.23,14442.51,2.153
06/04/2001,14427.96,14702.38,14371.19,14484.51,2.1655
09/04/2001,14488.91,14718.99,14446.36,14718.99,2.157
10/04/2001,14725.23,15097.04,14725.23,15047.76,2.1375
11/04/2001,15057.35,15267.36,14723.71,14818.83,2.154
12/04/2001,14811.06,14969.37,14489.84,14969.37,2.154
13/04/2001,#N/A,#N/A,#N/A,#N/A,2.154
16/04/2001,14974.28,14976.4,14385.23,14444.59,2.196
17/04/2001,14443.27,14554.78,14222.68,14336.9,2.197
18/04/2001,14344.94,15151.1,14323.24,14955.36,2.181
19/04/2001,14955.66,15016.61,14420.39,14431.08,2.188
20/04/2001,14408.28,14408.28,13617.98,13696.42,2.235
23/04/2001,13733.82,13892.65,13325.13,13892.65,2.2615
24/04/2001,13893.98,14206.77,13893.98,14068,2.2655
25/04/2001,14061.51,14223.26,13785.43,14162.75,2.288
26/04/2001,14204.33,14770.03,14202.02,14757.02,2.244
27/04/2001,14751.98,15134.93,14751.98,14927.95,2.203
30/04/2001,14944.26,15210.24,14838.47,14917.54,2.2
01/05/2001,#N/A,#N/A,#N/A,#N/A,2.2
02/05/2001,14877.14,14919.85,14635.71,14897.24,2.2365
03/05/2001,14905.92,15141.91,14761.59,15141.91,2.208
04/05/2001,15141.76,15304.03,15040.99,15092.76,2.202
07/05/2001,15102.6,15221.89,14861.78,14875,2.2145
08/05/2001,14860.6,14957.66,14655.5,14747.41,2.245
09/05/2001,14717.04,14866.96,14576.21,14778.98,2.2625
10/05/2001,14796.4,15117.06,14796.4,14993.46,2.258
11/05/2001,15011.55,15017.52,14409.78,14493.2,2.289
14/05/2001,14498.75,14507.2,14076.23,14132.76,2.313
15/05/2001,14140.93,14313.5,14110.09,14226.33,2.3395
16/05/2001,14255.52,14737.92,14255.52,14714.25,2.317
17/05/2001,14726.65,15094.66,14725.35,14793.51,2.3045
18/05/2001,14847.75,15012.14,14800.43,14884.06,2.303
21/05/2001,14870.65,15157.71,14806.97,15127.91,2.319
22/05/2001,15141.67,15197.07,14794.44,14828.87,2.324
23/05/2001,14828.87,14904.56,14626.52,14691.61,2.348
24/05/2001,14693.79,14833.7,14430.73,14523.21,2.3475
25/05/2001,14523.21,14588.92,14178.98,14310.06,2.3225
28/05/2001,14328.17,14438.95,14056.4,14302.02,2.3355
29/05/2001,14302.34,14489.13,14300.68,14453.91,2.349
30/05/2001,14458.54,14578.87,14347.06,14489.36,2.345
31/05/2001,14514.47,14724.37,14507.97,14649.98,2.382
01/06/2001,14654.43,14791.97,14409.29,14791.97,2.3815
04/06/2001,14798.12,15141.02,14798.12,15103.86,2.3855
05/06/2001,15107.03,15406.48,15031.91,15394.82,2.389
06/06/2001,15393.35,15568.5,15268.07,15328.83,2.3895
07/06/2001,15318.83,15545.6,15200.59,15464.06,2.361
08/06/2001,15468.72,15644.37,15355.36,15366.25,2.361
11/06/2001,15290.79,15396.76,15159.32,15224.19,2.379
12/06/2001,15237.57,15237.57,14955.53,15173.07,2.405
13/06/2001,15175.46,15600.43,15175.41,15403.4,2.421
14/06/2001,#N/A,#N/A,#N/A,#N/A,2.421
15/06/2001,15385.56,15385.56,14964.08,14985.01,2.4115
18/06/2001,14981.54,14981.54,14332.62,14355.42,2.463
19/06/2001,14374.84,14541.18,14245.34,14400.73,2.4795
20/06/2001,14396.1,14599.4,14393.08,14571.24,2.4745
21/06/2001,14534.06,14840.81,14505.83,14822.98,2.37
22/06/2001,14870.18,15104.12,14676.78,14682.1,2.302
25/06/2001,14681.91,14870.85,14479.01,14539.6,2.2995
26/06/2001,14520.89,14619.55,14401.11,14459.99,2.326
27/06/2001,14476.6,14629.57,14264.69,14308,2.306
28/06/2001,14320.57,14426.01,14164.16,14390.97,2.2985
29/06/2001,14411.52,14638.96,14375.82,14559.79,2.3105
02/07/2001,14579.3,14658.87,14482.64,14555,2.3315
03/07/2001,14560.62,14771.47,14325,14352.77,2.3525
04/07/2001,14351.9,14395.03,13980.38,14056,2.424
05/07/2001,14083.64,14280.82,13942.75,14047.66,2.4675
06/07/2001,14029.63,14062.02,13788.06,13906.76,2.4545
09/07/2001,#N/A,#N/A,#N/A,#N/A,2.4515
10/07/2001,13929.59,14060.16,13563.59,13569.79,2.4915
11/07/2001,13507.67,13853.28,13360.99,13811.84,2.5015
12/07/2001,13811.84,13987.37,13636.13,13916,2.553
13/07/2001,13907.38,14087.09,13736.85,14078.46,2.5785
16/07/2001,14081.03,14120.4,13811.39,13811.39,2.58
17/07/2001,13813.03,14218.09,13813.03,14168.65,2.5
18/07/2001,14170.71,14236.29,13778.25,13790.88,2.505
19/07/2001,13794.69,13952.84,13640.57,13761.51,2.4935
20/07/2001,13765.99,14092.32,13658.96,14092.32,2.4485
23/07/2001,14107.51,14238.67,14057.53,14067.72,2.4135
24/07/2001,14049.22,14105.64,13724.54,13737.59,2.468
25/07/2001,13738.12,13955.89,13678.59,13955.89,2.4855
26/07/2001,13963.02,13979.89,13735.92,13810.29,2.4965
27/07/2001,13825,13910.26,13758.94,13910.26,2.4575
30/07/2001,13947.69,14116.72,13703.61,13703.61,2.422
31/07/2001,13703.22,13830.39,13639.16,13754.16,2.4665
01/08/2001,13757.49,13836.58,13605.51,13743.06,2.494
02/08/2001,13745.51,13846.32,13689.53,13822.72,2.488
03/08/2001,13840.16,13901.88,13732.64,13838.42,2.5015
06/08/2001,13856,14067.17,13854.46,14046.82,2.454
07/08/2001,14049.2,14142.76,14002.66,14035.91,2.4815
08/08/2001,14035.97,14113.45,13917.19,13919.18,2.468
09/08/2001,13921.33,13929.8,13704.79,13834.19,2.4775
10/08/2001,13835.58,13920.47,13738.14,13915.09,2.4625
13/08/2001,13914.49,13928.55,13716.4,13771.36,2.499
14/08/2001,13769.51,13841.48,13731.57,13829.49,2.513
15/08/2001,13834.28,13855.64,13615.34,13658.6,2.489
16/08/2001,13685.93,13722,13415.16,13509.47,2.4995
17/08/2001,13507.43,13507.43,13009.56,13044.21,2.519
20/08/2001,13044.21,13228.25,12916.36,13115.48,2.519
21/08/2001,13121.78,13185.74,12886.43,12891.7,2.551
22/08/2001,12906.88,13161.44,12852.62,12952.23,2.52
23/08/2001,12961.46,13012.65,12702.54,12750.79,2.5335
24/08/2001,12749.31,13007.36,12680.97,13001.12,2.547
27/08/2001,13000.38,13047.98,12848.78,12995.85,2.5555
28/08/2001,13005,13113.52,12941.8,13018.1,2.555
29/08/2001,13039.62,13181.8,13011.76,13076.99,2.544
30/08/2001,13073.5,13113.66,12798,12892.39,2.531
31/08/2001,12906.05,12949.34,12788.52,12840.6,2.5635
03/09/2001,12848.99,12863.12,12696.46,12800.03,2.566
04/09/2001,12812.14,12947.24,12766.88,12766.88,2.554
05/09/2001,12767.02,12767.5,12462.18,12590.92,2.5835
06/09/2001,12593.75,12599.48,12250.81,12255.29,2.5815
07/09/2001,#N/A,#N/A,#N/A,#N/A,2.5815
10/09/2001,12238.32,12238.32,11901.38,11922.39,2.607
11/09/2001,11930.38,11987.31,10824.05,10827.96,2.664
12/09/2001,10773.43,11319.12,10705.74,11113.5,2.6885
